year,scenario,asset_id,category,condition,failure_probability,failure_consequence,cyber_physical_dependency,risk_score,maintenance_action_score,resilience_score,equity_priority,redundancy
2,Predictive maintenance strategy,substation_7,power,69.435,4.727,61.038,40.94,28.057,41.899,51.259,70.0,42.0
2,Predictive maintenance strategy,transit_signal_core,transport,71.44,0.198,50.42,43.94,22.15,39.933,53.054,58.0,48.0
2,Predictive maintenance strategy,stormwater_pump_south,stormwater,53.126,14.362,65.179,29.94,33.706,43.519,45.282,76.0,30.0
2,Predictive maintenance strategy,cooling_center_grid_node,public_facility,67.171,5.195,61.213,33.94,27.676,42.663,50.615,88.0,38.0
2,Predictive maintenance strategy,air_quality_sensor_cluster,environmental,81.051,0.0,46.449,27.94,19.051,39.96,57.596,74.0,55.0
2,Predictive maintenance strategy,wastewater_lift_station,wastewater,59.367,10.766,60.613,30.94,30.23,42.318,47.398,68.0,32.0
2,Predictive maintenance strategy,public_broadband_hub,digital,75.634,0.0,54.118,49.94,23.935,41.399,52.244,80.0,40.0
2,Predictive maintenance strategy,hospital_access_corridor,transport,61.542,5.81,65.545,22.94,28.43,42.746,48.571,86.0,28.0
3,Predictive maintenance strategy,bridge_north,transport,63.103,6.312,56.108,21.94,25.303,40.868,50.044,62.0,35.0
3,Predictive maintenance strategy,water_main_east,water,57.259,12.218,64.638,24.94,31.837,43.362,46.091,82.0,25.0
3,Predictive maintenance strategy,substation_7,power,69.154,4.834,61.038,40.94,28.116,41.913,51.182,70.0,42.0
3,Predictive maintenance strategy,transit_signal_core,transport,71.161,0.305,50.42,43.94,22.208,39.947,52.978,58.0,48.0
3,Predictive maintenance strategy,stormwater_pump_south,stormwater,52.691,14.528,65.179,29.94,33.797,43.54,45.163,76.0,30.0
3,Predictive maintenance strategy,cooling_center_grid_node,public_facility,66.757,5.352,61.213,33.94,27.762,42.683,50.502,88.0,38.0
3,Predictive maintenance strategy,air_quality_sensor_cluster,environmental,80.576,0.0,46.449,27.94,19.051,39.96,57.492,74.0,55.0
3,Predictive maintenance strategy,wastewater_lift_station,wastewater,59.051,10.886,60.613,30.94,30.296,42.333,47.312,68.0,32.0
3,Predictive maintenance strategy,public_broadband_hub,digital,75.451,0.0,54.118,49.94,23.935,41.399,52.204,80.0,40.0
3,Predictive maintenance strategy,hospital_access_corridor,transport,61.314,5.897,65.545,22.94,28.478,42.758,48.508,86.0,28.0
4,Predictive maintenance strategy,bridge_north,transport,62.806,6.425,56.108,21.94,25.366,40.883,49.963,62.0,35.0
4,Predictive maintenance strategy,water_main_east,water,57.013,12.312,64.638,24.94,31.889,43.374,46.024,82.0,25.0
4,Predictive maintenance strategy,substation_7,power,68.873,4.94,61.038,40.94,28.174,41.927,51.105,70.0,42.0
4,Predictive maintenance strategy,transit_signal_core,transport,70.882,0.41,50.42,43.94,22.267,39.961,52.901,58.0,48.0
4,Predictive maintenance strategy,stormwater_pump_south,stormwater,52.257,14.693,65.179,29.94,33.888,43.562,45.044,76.0,30.0
4,Predictive maintenance strategy,cooling_center_grid_node,public_facility,66.345,5.509,61.213,33.94,27.848,42.704,50.389,88.0,38.0
4,Predictive maintenance strategy,air_quality_sensor_cluster,environmental,80.102,0.0,46.449,27.94,19.051,39.96,57.387,74.0,55.0
4,Predictive maintenance strategy,wastewater_lift_station,wastewater,58.737,11.005,60.613,30.94,30.361,42.349,47.226,68.0,32.0
4,Predictive maintenance strategy,public_broadband_hub,digital,75.268,0.0,54.118,49.94,23.935,41.399,52.164,80.0,40.0
4,Predictive maintenance strategy,hospital_access_corridor,transport,61.086,5.983,65.545,22.94,28.525,42.769,48.446,86.0,28.0
5,Predictive maintenance strategy,bridge_north,transport,62.509,6.538,56.108,21.94,25.428,40.898,49.881,62.0,35.0
5,Predictive maintenance strategy,water_main_east,water,56.768,12.405,64.638,24.94,31.94,43.386,45.957,82.0,25.0
5,Predictive maintenance strategy,substation_7,power,68.593,5.047,61.038,40.94,28.233,41.94,51.029,70.0,42.0
5,Predictive maintenance strategy,transit_signal_core,transport,70.604,0.516,50.42,43.94,22.325,39.975,52.826,58.0,48.0
5,Predictive maintenance strategy,stormwater_pump_south,stormwater,51.823,14.858,65.179,29.94,33.978,43.583,44.926,76.0,30.0
5,Predictive maintenance strategy,cooling_center_grid_node,public_facility,65.933,5.665,61.213,33.94,27.934,42.724,50.277,88.0,38.0
5,Predictive maintenance strategy,air_quality_sensor_cluster,environmental,79.627,0.0,46.449,27.94,19.051,39.96,57.283,74.0,55.0
5,Predictive maintenance strategy,wastewater_lift_station,wastewater,58.422,11.125,60.613,30.94,30.427,42.364,47.14,68.0,32.0
5,Predictive maintenance strategy,public_broadband_hub,digital,75.085,0.0,54.118,49.94,23.935,41.399,52.124,80.0,40.0
5,Predictive maintenance strategy,hospital_access_corridor,transport,60.859,6.07,65.545,22.94,28.573,42.78,48.384,86.0,28.0
6,Predictive maintenance strategy,bridge_north,transport,62.213,6.65,56.108,21.94,25.49,40.912,49.801,62.0,35.0
6,Predictive maintenance strategy,water_main_east,water,56.523,12.498,64.638,24.94,31.991,43.398,45.89,82.0,25.0
6,Predictive maintenance strategy,substation_7,power,68.313,5.153,61.038,40.94,28.291,41.954,50.952,70.0,42.0
6,Predictive maintenance strategy,transit_signal_core,transport,70.327,0.621,50.42,43.94,22.383,39.988,52.75,58.0,48.0
6,Predictive maintenance strategy,stormwater_pump_south,stormwater,51.391,15.022,65.179,29.94,34.069,43.605,44.808,76.0,30.0
6,Predictive maintenance strategy,cooling_center_grid_node,public_facility,65.523,5.821,61.213,33.94,28.02,42.744,50.165,88.0,38.0
6,Predictive maintenance strategy,air_quality_sensor_cluster,environmental,79.153,0.0,46.449,27.94,19.051,39.96,57.178,74.0,55.0
6,Predictive maintenance strategy,wastewater_lift_station,wastewater,58.109,11.244,60.613,30.94,30.493,42.38,47.055,68.0,32.0
6,Predictive maintenance strategy,public_broadband_hub,digital,74.902,0.0,54.118,49.94,23.935,41.399,52.083,80.0,40.0
6,Predictive maintenance strategy,hospital_access_corridor,transport,60.632,6.156,65.545,22.94,28.62,42.791,48.322,86.0,28.0
7,Predictive maintenance strategy,bridge_north,transport,61.917,6.763,56.108,21.94,25.551,40.927,49.72,62.0,35.0
7,Predictive maintenance strategy,water_main_east,water,56.279,12.591,64.638,24.94,32.042,43.41,45.824,82.0,25.0
7,Predictive maintenance strategy,substation_7,power,68.034,5.259,61.038,40.94,28.35,41.968,50.876,70.0,42.0
7,Predictive maintenance strategy,transit_signal_core,transport,70.05,0.726,50.42,43.94,22.441,40.002,52.674,58.0,48.0
7,Predictive maintenance strategy,stormwater_pump_south,stormwater,50.959,15.186,65.179,29.94,34.159,43.626,44.69,76.0,30.0
7,Predictive maintenance strategy,cooling_center_grid_node,public_facility,65.113,5.977,61.213,33.94,28.106,42.765,50.053,88.0,38.0
7,Predictive maintenance strategy,air_quality_sensor_cluster,environmental,78.678,0.0,46.449,27.94,19.051,39.96,57.074,74.0,55.0
7,Predictive maintenance strategy,wastewater_lift_station,wastewater,57.796,11.363,60.613,30.94,30.558,42.395,46.969,68.0,32.0
7,Predictive maintenance strategy,public_broadband_hub,digital,74.719,0.0,54.118,49.94,23.935,41.399,52.043,80.0,40.0
7,Predictive maintenance strategy,hospital_access_corridor,transport,60.406,6.242,65.545,22.94,28.668,42.803,48.26,86.0,28.0
8,Predictive maintenance strategy,bridge_north,transport,61.622,6.875,56.108,21.94,25.613,40.942,49.639,62.0,35.0
8,Predictive maintenance strategy,water_main_east,water,56.035,12.683,64.638,24.94,32.093,43.422,45.757,82.0,25.0
8,Predictive maintenance strategy,substation_7,power,67.756,5.365,61.038,40.94,28.408,41.982,50.8,70.0,42.0
8,Predictive maintenance strategy,transit_signal_core,transport,69.774,0.831,50.42,43.94,22.498,40.016,52.599,58.0,48.0
8,Predictive maintenance strategy,stormwater_pump_south,stormwater,50.529,15.349,65.179,29.94,34.249,43.647,44.572,76.0,30.0
8,Predictive maintenance strategy,cooling_center_grid_node,public_facility,64.704,6.132,61.213,33.94,28.191,42.785,49.941,88.0,38.0
8,Predictive maintenance strategy,air_quality_sensor_cluster,environmental,78.204,0.0,46.449,27.94,19.051,39.96,56.97,74.0,55.0
8,Predictive maintenance strategy,wastewater_lift_station,wastewater,57.484,11.481,60.613,30.94,30.623,42.411,46.884,68.0,32.0
8,Predictive maintenance strategy,public_broadband_hub,digital,74.536,0.0,54.118,49.94,23.935,41.399,52.003,80.0,40.0
8,Predictive maintenance strategy,hospital_access_corridor,transport,60.181,6.327,65.545,22.94,28.715,42.814,48.199,86.0,28.0
9,Predictive maintenance strategy,bridge_north,transport,61.328,6.987,56.108,21.94,25.674,40.956,49.559,62.0,35.0
9,Predictive maintenance strategy,water_main_east,water,55.792,12.776,64.638,24.94,32.144,43.434,45.691,82.0,25.0
9,Predictive maintenance strategy,substation_7,power,67.478,5.47,61.038,40.94,28.466,41.996,50.724,70.0,42.0
9,Predictive maintenance strategy,transit_signal_core,transport,69.499,0.936,50.42,43.94,22.556,40.029,52.523,58.0,48.0
9,Predictive maintenance strategy,stormwater_pump_south,stormwater,50.099,15.513,65.179,29.94,34.339,43.668,44.455,76.0,30.0
9,Predictive maintenance strategy,cooling_center_grid_node,public_facility,64.296,6.287,61.213,33.94,28.277,42.805,49.83,88.0,38.0
9,Predictive maintenance strategy,air_quality_sensor_cluster,environmental,77.729,0.0,46.449,27.94,19.051,39.96,56.865,74.0,55.0
9,Predictive maintenance strategy,wastewater_lift_station,wastewater,57.173,11.599,60.613,30.94,30.688,42.426,46.799,68.0,32.0
9,Predictive maintenance strategy,public_broadband_hub,digital,74.353,0.0,54.118,49.94,23.935,41.399,51.963,80.0,40.0
9,Predictive maintenance strategy,hospital_access_corridor,transport,59.956,6.413,65.545,22.94,28.762,42.825,48.137,86.0,28.0
10,Predictive maintenance strategy,bridge_north,transport,61.034,7.098,56.108,21.94,25.736,40.971,49.479,62.0,35.0
10,Predictive maintenance strategy,water_main_east,water,55.55,12.868,64.638,24.94,32.194,43.446,45.624,82.0,25.0
10,Predictive maintenance strategy,substation_7,power,67.201,5.576,61.038,40.94,28.524,42.009,50.649,70.0,42.0
10,Predictive maintenance strategy,transit_signal_core,transport,69.224,1.041,50.42,43.94,22.613,40.043,52.448,58.0,48.0
10,Predictive maintenance strategy,stormwater_pump_south,stormwater,49.671,15.676,65.179,29.94,34.428,43.69,44.338,76.0,30.0
10,Predictive maintenance strategy,cooling_center_grid_node,public_facility,63.889,6.442,61.213,33.94,28.362,42.825,49.719,88.0,38.0
10,Predictive maintenance strategy,air_quality_sensor_cluster,environmental,77.255,0.0,46.449,27.94,19.051,39.96,56.761,74.0,55.0
10,Predictive maintenance strategy,wastewater_lift_station,wastewater,56.862,11.718,60.613,30.94,30.753,42.441,46.714,68.0,32.0
10,Predictive maintenance strategy,public_broadband_hub,digital,74.17,0.0,54.118,49.94,23.935,41.399,51.922,80.0,40.0
10,Predictive maintenance strategy,hospital_access_corridor,transport,59.731,6.498,65.545,22.94,28.809,42.836,48.076,86.0,28.0
11,Predictive maintenance strategy,bridge_north,transport,60.741,7.21,56.108,21.94,25.797,40.985,49.399,62.0,35.0
11,Predictive maintenance strategy,water_main_east,water,55.308,12.96,64.638,24.94,32.245,43.458,45.558,82.0,25.0
11,Predictive maintenance strategy,substation_7,power,66.925,5.681,61.038,40.94,28.581,42.023,50.573,70.0,42.0
11,Predictive maintenance strategy,transit_signal_core,transport,68.95,1.145,50.42,43.94,22.671,40.056,52.373,58.0,48.0
11,Predictive maintenance strategy,stormwater_pump_south,stormwater,49.243,15.838,65.179,29.94,34.518,43.711,44.221,76.0,30.0
11,Predictive maintenance strategy,cooling_center_grid_node,public_facility,63.483,6.596,61.213,33.94,28.447,42.845,49.608,88.0,38.0
11,Predictive maintenance strategy,air_quality_sensor_cluster,environmental,76.78,0.0,46.449,27.94,19.051,39.96,56.656,74.0,55.0
11,Predictive maintenance strategy,wastewater_lift_station,wastewater,56.552,11.835,60.613,30.94,30.818,42.457,46.629,68.0,32.0
11,Predictive maintenance strategy,public_broadband_hub,digital,73.988,0.0,54.118,49.94,23.935,41.399,51.882,80.0,40.0
11,Predictive maintenance strategy,hospital_access_corridor,transport,59.507,6.583,65.545,22.94,28.856,42.847,48.015,86.0,28.0
12,Predictive maintenance strategy,bridge_north,transport,60.449,7.321,56.108,21.94,25.858,41.0,49.319,62.0,35.0
12,Predictive maintenance strategy,water_main_east,water,55.066,13.052,64.638,24.94,32.296,43.47,45.492,82.0,25.0
12,Predictive maintenance strategy,substation_7,power,66.649,5.785,61.038,40.94,28.639,42.037,50.498,70.0,42.0
12,Predictive maintenance strategy,transit_signal_core,transport,68.676,1.249,50.42,43.94,22.728,40.07,52.299,58.0,48.0
12,Predictive maintenance strategy,stormwater_pump_south,stormwater,48.816,16.0,65.179,29.94,34.607,43.732,44.104,76.0,30.0
12,Predictive maintenance strategy,cooling_center_grid_node,public_facility,63.078,6.75,61.213,33.94,28.531,42.865,49.497,88.0,38.0
12,Predictive maintenance strategy,air_quality_sensor_cluster,environmental,76.306,0.0,46.449,27.94,19.051,39.96,56.552,74.0,55.0
12,Predictive maintenance strategy,wastewater_lift_station,wastewater,56.243,11.953,60.613,30.94,30.883,42.472,46.545,68.0,32.0
12,Predictive maintenance strategy,public_broadband_hub,digital,73.805,0.0,54.118,49.94,23.935,41.399,51.842,80.0,40.0
12,Predictive maintenance strategy,hospital_access_corridor,transport,59.283,6.668,65.545,22.94,28.902,42.858,47.954,86.0,28.0
13,Predictive maintenance strategy,bridge_north,transport,60.157,7.431,56.108,21.94,25.919,41.014,49.239,62.0,35.0
13,Predictive maintenance strategy,water_main_east,water,54.825,13.143,64.638,24.94,32.346,43.482,45.426,82.0,25.0
13,Predictive maintenance strategy,substation_7,power,66.374,5.89,61.038,40.94,28.697,42.05,50.422,70.0,42.0
13,Predictive maintenance strategy,transit_signal_core,transport,68.403,1.352,50.42,43.94,22.785,40.083,52.224,58.0,48.0
13,Predictive maintenance strategy,stormwater_pump_south,stormwater,48.391,16.162,65.179,29.94,34.696,43.753,43.988,76.0,30.0
13,Predictive maintenance strategy,cooling_center_grid_node,public_facility,62.674,6.904,61.213,33.94,28.616,42.885,49.386,88.0,38.0
13,Predictive maintenance strategy,air_quality_sensor_cluster,environmental,75.831,0.0,46.449,27.94,19.051,39.96,56.448,74.0,55.0
13,Predictive maintenance strategy,wastewater_lift_station,wastewater,55.935,12.07,60.613,30.94,30.947,42.487,46.461,68.0,32.0
13,Predictive maintenance strategy,public_broadband_hub,digital,73.622,0.0,54.118,49.94,23.935,41.399,51.802,80.0,40.0
13,Predictive maintenance strategy,hospital_access_corridor,transport,59.06,6.753,65.545,22.94,28.949,42.869,47.893,86.0,28.0
14,Predictive maintenance strategy,bridge_north,transport,59.866,7.542,56.108,21.94,25.98,41.028,49.16,62.0,35.0
14,Predictive maintenance strategy,water_main_east,water,54.585,13.235,64.638,24.94,32.396,43.494,45.361,82.0,25.0
14,Predictive maintenance strategy,substation_7,power,66.099,5.994,61.038,40.94,28.754,42.064,50.347,70.0,42.0
14,Predictive maintenance strategy,transit_signal_core,transport,68.131,1.456,50.42,43.94,22.842,40.097,52.15,58.0,48.0
14,Predictive maintenance strategy,stormwater_pump_south,stormwater,47.966,16.323,65.179,29.94,34.785,43.774,43.872,76.0,30.0
14,Predictive maintenance strategy,cooling_center_grid_node,public_facility,62.27,7.057,61.213,33.94,28.7,42.905,49.276,88.0,38.0
14,Predictive maintenance strategy,air_quality_sensor_cluster,environmental,75.357,0.0,46.449,27.94,19.051,39.96,56.343,74.0,55.0
14,Predictive maintenance strategy,wastewater_lift_station,wastewater,55.627,12.187,60.613,30.94,31.011,42.502,46.376,68.0,32.0
14,Predictive maintenance strategy,public_broadband_hub,digital,73.439,0.0,54.118,49.94,23.935,41.399,51.761,80.0,40.0
14,Predictive maintenance strategy,hospital_access_corridor,transport,58.837,6.838,65.545,22.94,28.995,42.88,47.832,86.0,28.0
15,Predictive maintenance strategy,bridge_north,transport,59.576,7.652,56.108,21.94,26.041,41.043,49.08,62.0,35.0
15,Predictive maintenance strategy,water_main_east,water,54.345,13.326,64.638,24.94,32.446,43.506,45.295,82.0,25.0
15,Predictive maintenance strategy,substation_7,power,65.825,6.098,61.038,40.94,28.811,42.077,50.273,70.0,42.0
15,Predictive maintenance strategy,transit_signal_core,transport,67.859,1.559,50.42,43.94,22.899,40.11,52.075,58.0,48.0
15,Predictive maintenance strategy,stormwater_pump_south,stormwater,47.542,16.484,65.179,29.94,34.873,43.795,43.756,76.0,30.0
15,Predictive maintenance strategy,cooling_center_grid_node,public_facility,61.868,7.21,61.213,33.94,28.784,42.925,49.166,88.0,38.0
15,Predictive maintenance strategy,air_quality_sensor_cluster,environmental,74.882,0.0,46.449,27.94,19.051,39.96,56.239,74.0,55.0
15,Predictive maintenance strategy,wastewater_lift_station,wastewater,55.32,12.304,60.613,30.94,31.076,42.517,46.293,68.0,32.0
15,Predictive maintenance strategy,public_broadband_hub,digital,73.256,0.0,54.118,49.94,23.935,41.399,51.721,80.0,40.0
15,Predictive maintenance strategy,hospital_access_corridor,transport,58.615,6.922,65.545,22.94,29.042,42.891,47.771,86.0,28.0
16,Predictive maintenance strategy,bridge_north,transport,59.286,7.762,56.108,21.94,26.101,41.057,49.001,62.0,35.0
16,Predictive maintenance strategy,water_main_east,water,54.106,13.417,64.638,24.94,32.496,43.518,45.23,82.0,25.0
16,Predictive maintenance strategy,substation_7,power,65.552,6.202,61.038,40.94,28.868,42.091,50.198,70.0,42.0
16,Predictive maintenance strategy,transit_signal_core,transport,67.588,1.662,50.42,43.94,22.955,40.124,52.001,58.0,48.0
16,Predictive maintenance strategy,stormwater_pump_south,stormwater,47.119,16.645,65.179,29.94,34.962,43.816,43.641,76.0,30.0
16,Predictive maintenance strategy,cooling_center_grid_node,public_facility,61.466,7.363,61.213,33.94,28.868,42.945,49.057,88.0,38.0
16,Predictive maintenance strategy,air_quality_sensor_cluster,environmental,74.408,0.0,46.449,27.94,19.051,39.96,56.135,74.0,55.0
16,Predictive maintenance strategy,wastewater_lift_station,wastewater,55.013,12.42,60.613,30.94,31.14,42.533,46.209,68.0,32.0
16,Predictive maintenance strategy,public_broadband_hub,digital,73.073,0.0,54.118,49.94,23.935,41.399,51.681,80.0,40.0
16,Predictive maintenance strategy,hospital_access_corridor,transport,58.393,7.006,65.545,22.94,29.088,42.902,47.71,86.0,28.0
17,Predictive maintenance strategy,bridge_north,transport,58.997,7.872,56.108,21.94,26.162,41.071,48.922,62.0,35.0
17,Predictive maintenance strategy,water_main_east,water,53.867,13.507,64.638,24.94,32.546,43.529,45.164,82.0,25.0
17,Predictive maintenance strategy,substation_7,power,65.279,6.306,61.038,40.94,28.925,42.104,50.123,70.0,42.0
17,Predictive maintenance strategy,transit_signal_core,transport,67.317,1.765,50.42,43.94,23.012,40.137,51.927,58.0,48.0
17,Predictive maintenance strategy,stormwater_pump_south,stormwater,46.697,16.805,65.179,29.94,35.05,43.836,43.525,76.0,30.0
17,Predictive maintenance strategy,cooling_center_grid_node,public_facility,61.066,7.515,61.213,33.94,28.952,42.965,48.947,88.0,38.0
17,Predictive maintenance strategy,air_quality_sensor_cluster,environmental,73.933,0.0,46.449,27.94,19.051,39.96,56.03,74.0,55.0
17,Predictive maintenance strategy,wastewater_lift_station,wastewater,54.707,12.536,60.613,30.94,31.204,42.548,46.125,68.0,32.0
17,Predictive maintenance strategy,public_broadband_hub,digital,72.89,0.0,54.118,49.94,23.935,41.399,51.641,80.0,40.0
17,Predictive maintenance strategy,hospital_access_corridor,transport,58.172,7.091,65.545,22.94,29.134,42.913,47.65,86.0,28.0
18,Predictive maintenance strategy,bridge_north,transport,58.709,7.982,56.108,21.94,26.222,41.086,48.843,62.0,35.0
18,Predictive maintenance strategy,water_main_east,water,53.629,13.598,64.638,24.94,32.596,43.541,45.099,82.0,25.0
18,Predictive maintenance strategy,substation_7,power,65.007,6.409,61.038,40.94,28.982,42.118,50.049,70.0,42.0
18,Predictive maintenance strategy,transit_signal_core,transport,67.047,1.868,50.42,43.94,23.068,40.15,51.854,58.0,48.0
18,Predictive maintenance strategy,stormwater_pump_south,stormwater,46.276,16.965,65.179,29.94,35.138,43.857,43.41,76.0,30.0
18,Predictive maintenance strategy,cooling_center_grid_node,public_facility,60.666,7.667,61.213,33.94,29.035,42.984,48.838,88.0,38.0
18,Predictive maintenance strategy,air_quality_sensor_cluster,environmental,73.459,0.0,46.449,27.94,19.051,39.96,55.926,74.0,55.0
18,Predictive maintenance strategy,wastewater_lift_station,wastewater,54.402,12.652,60.613,30.94,31.267,42.563,46.042,68.0,32.0
18,Predictive maintenance strategy,public_broadband_hub,digital,72.707,0.0,54.118,49.94,23.935,41.399,51.6,80.0,40.0
18,Predictive maintenance strategy,hospital_access_corridor,transport,57.952,7.174,65.545,22.94,29.181,42.924,47.59,86.0,28.0
19,Predictive maintenance strategy,bridge_north,transport,58.421,8.091,56.108,21.94,26.282,41.1,48.765,62.0,35.0
19,Predictive maintenance strategy,water_main_east,water,53.391,13.688,64.638,24.94,32.646,43.553,45.034,82.0,25.0
19,Predictive maintenance strategy,substation_7,power,64.735,6.513,61.038,40.94,29.039,42.131,49.975,70.0,42.0
19,Predictive maintenance strategy,transit_signal_core,transport,66.778,1.97,50.42,43.94,23.125,40.164,51.78,58.0,48.0
19,Predictive maintenance strategy,stormwater_pump_south,stormwater,45.856,17.125,65.179,29.94,35.226,43.878,43.296,76.0,30.0
19,Predictive maintenance strategy,cooling_center_grid_node,public_facility,60.267,7.819,61.213,33.94,29.119,43.004,48.729,88.0,38.0
19,Predictive maintenance strategy,air_quality_sensor_cluster,environmental,72.984,0.0,46.449,27.94,19.051,39.96,55.821,74.0,55.0
19,Predictive maintenance strategy,wastewater_lift_station,wastewater,54.098,12.768,60.613,30.94,31.331,42.578,45.959,68.0,32.0
19,Predictive maintenance strategy,public_broadband_hub,digital,72.524,0.0,54.118,49.94,23.935,41.399,51.56,80.0,40.0
19,Predictive maintenance strategy,hospital_access_corridor,transport,57.731,7.258,65.545,22.94,29.227,42.935,47.53,86.0,28.0
20,Predictive maintenance strategy,bridge_north,transport,58.134,8.2,56.108,21.94,26.342,41.114,48.686,62.0,35.0
20,Predictive maintenance strategy,water_main_east,water,53.154,13.778,64.638,24.94,32.695,43.565,44.97,82.0,25.0
20,Predictive maintenance strategy,substation_7,power,64.464,6.616,61.038,40.94,29.096,42.144,49.901,70.0,42.0
20,Predictive maintenance strategy,transit_signal_core,transport,66.509,2.072,50.42,43.94,23.181,40.177,51.707,58.0,48.0
20,Predictive maintenance strategy,stormwater_pump_south,stormwater,45.437,17.284,65.179,29.94,35.313,43.899,43.181,76.0,30.0
20,Predictive maintenance strategy,cooling_center_grid_node,public_facility,59.869,7.97,61.213,33.94,29.202,43.024,48.62,88.0,38.0
20,Predictive maintenance strategy,air_quality_sensor_cluster,environmental,72.51,0.0,46.449,27.94,19.051,39.96,55.717,74.0,55.0
20,Predictive maintenance strategy,wastewater_lift_station,wastewater,53.794,12.884,60.613,30.94,31.394,42.593,45.876,68.0,32.0
20,Predictive maintenance strategy,public_broadband_hub,digital,72.341,0.0,54.118,49.94,23.935,41.399,51.52,80.0,40.0
20,Predictive maintenance strategy,hospital_access_corridor,transport,57.512,7.342,65.545,22.94,29.273,42.946,47.47,86.0,28.0
0,Accountable resilient infrastructure,bridge_north,transport,64.0,3.49,58.414,9.66,23.33,47.526,60.019,62.0,35.0
0,Accountable resilient infrastructure,water_main_east,water,58.0,9.273,67.746,12.66,30.077,50.397,56.049,82.0,25.0
0,Accountable resilient infrastructure,substation_7,power,70.0,1.379,63.657,28.66,25.904,48.645,61.234,70.0,42.0
0,Accountable resilient infrastructure,transit_signal_core,transport,72.0,0.0,52.626,31.66,21.585,46.858,62.587,58.0,48.0
0,Accountable resilient infrastructure,stormwater_pump_south,stormwater,54.0,10.926,67.774,17.66,31.496,50.349,55.338,76.0,30.0
0,Accountable resilient infrastructure,cooling_center_grid_node,public_facility,68.0,1.734,64.413,21.66,25.664,49.737,60.664,88.0,38.0
0,Accountable resilient infrastructure,air_quality_sensor_cluster,environmental,82.0,0.0,49.11,15.66,18.754,47.21,67.187,74.0,55.0
0,Accountable resilient infrastructure,wastewater_lift_station,wastewater,60.0,7.637,63.077,18.66,28.143,49.046,57.358,68.0,32.0
0,Accountable resilient infrastructure,public_broadband_hub,digital,76.0,0.0,57.331,37.66,23.832,48.793,61.707,80.0,40.0
0,Accountable resilient infrastructure,hospital_access_corridor,transport,62.0,3.101,68.887,10.66,26.882,49.897,58.433,86.0,28.0
1,Accountable resilient infrastructure,bridge_north,transport,64.072,3.462,58.414,9.66,23.315,47.522,60.038,62.0,35.0
1,Accountable resilient infrastructure,water_main_east,water,58.149,9.216,67.746,12.66,30.046,50.389,56.09,82.0,25.0
1,Accountable resilient infrastructure,substation_7,power,70.096,1.343,63.657,28.66,25.884,48.64,61.26,70.0,42.0
1,Accountable resilient infrastructure,transit_signal_core,transport,72.093,0.0,52.626,31.66,21.585,46.858,62.608,58.0,48.0
1,Accountable resilient infrastructure,stormwater_pump_south,stormwater,53.978,10.934,67.774,17.66,31.501,50.35,55.332,76.0,30.0
1,Accountable resilient infrastructure,cooling_center_grid_node,public_facility,68.003,1.733,64.413,21.66,25.663,49.736,60.665,88.0,38.0
1,Accountable resilient infrastructure,air_quality_sensor_cluster,environmental,81.941,0.0,49.11,15.66,18.754,47.21,67.174,74.0,55.0
1,Accountable resilient infrastructure,wastewater_lift_station,wastewater,60.069,7.611,63.077,18.66,28.129,49.043,57.377,68.0,32.0
1,Accountable resilient infrastructure,public_broadband_hub,digital,76.206,0.0,57.331,37.66,23.832,48.793,61.753,80.0,40.0
1,Accountable resilient infrastructure,hospital_access_corridor,transport,62.165,3.038,68.887,10.66,26.847,49.889,58.478,86.0,28.0
2,Accountable resilient infrastructure,bridge_north,transport,64.143,3.435,58.414,9.66,23.3,47.519,60.058,62.0,35.0
2,Accountable resilient infrastructure,water_main_east,water,58.297,9.16,67.746,12.66,30.015,50.382,56.13,82.0,25.0
2,Accountable resilient infrastructure,substation_7,power,70.192,1.306,63.657,28.66,25.864,48.635,61.286,70.0,42.0
2,Accountable resilient infrastructure,transit_signal_core,transport,72.187,0.0,52.626,31.66,21.585,46.858,62.628,58.0,48.0
2,Accountable resilient infrastructure,stormwater_pump_south,stormwater,53.957,10.942,67.774,17.66,31.505,50.351,55.326,76.0,30.0
2,Accountable resilient infrastructure,cooling_center_grid_node,public_facility,68.005,1.732,64.413,21.66,25.663,49.736,60.666,88.0,38.0
2,Accountable resilient infrastructure,air_quality_sensor_cluster,environmental,81.881,0.0,49.11,15.66,18.754,47.21,67.161,74.0,55.0
2,Accountable resilient infrastructure,wastewater_lift_station,wastewater,60.137,7.585,63.077,18.66,28.114,49.039,57.396,68.0,32.0
2,Accountable resilient infrastructure,public_broadband_hub,digital,76.413,0.0,57.331,37.66,23.832,48.793,61.798,80.0,40.0
2,Accountable resilient infrastructure,hospital_access_corridor,transport,62.33,2.975,68.887,10.66,26.813,49.881,58.523,86.0,28.0
3,Accountable resilient infrastructure,bridge_north,transport,64.214,3.408,58.414,9.66,23.285,47.515,60.077,62.0,35.0
3,Accountable resilient infrastructure,water_main_east,water,58.446,9.103,67.746,12.66,29.984,50.375,56.171,82.0,25.0
3,Accountable resilient infrastructure,substation_7,power,70.287,1.27,63.657,28.66,25.844,48.63,61.313,70.0,42.0
3,Accountable resilient infrastructure,transit_signal_core,transport,72.28,0.0,52.626,31.66,21.585,46.858,62.649,58.0,48.0
3,Accountable resilient infrastructure,stormwater_pump_south,stormwater,53.935,10.95,67.774,17.66,31.51,50.352,55.32,76.0,30.0
